mobile_name,mobile_price,mobile_color,dual_sim,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,p_cam,f_cam,network,bluetooth,battery_power,mob_width,mob_height,mob_depth,mob_weight
"OPPO Reno3 Pro (Sky White, 128 GB)",29990,Sky White,Dual Sim,16.26 cm (6.4 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,8 GB,64MP + 13MP + 8MP + 2MP,44MP + 2MP Dual Front Camera,"4G VOLTE, 4G",Yes,4025 mAh,73.4 mm,158.8 mm,8.1 mm,175 g
"OPPO Reno3 Pro (Auroral Blue, 128 GB)",29990,Auroral Blue,Dual Sim,16.26 cm (6.4 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,8 GB,64MP + 13MP + 8MP + 2MP,44MP + 2MP Dual Front Camera,"4G VOLTE, 4G",Yes,4025 mAh,73.4 mm,158.8 mm,8.1 mm,175 g
"OPPO Reno3 Pro (Midnight Black, 128 GB)",29990,Midnight Black,Dual Sim,16.26 cm (6.4 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,8 GB,64MP + 13MP + 8MP + 2MP,44MP + 2MP Dual Front Camera,"4G VOLTE, 4G",Yes,4025 mAh,73.4 mm,158.8 mm,8.1 mm,175 g
"OPPO A5s (Black, 32 GB)",12990,Black,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,32 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
"OPPO F11 Pro (Thunder Black, 64 GB)",14990,Thunder Black,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2.1 GHz,64 GB,6 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,76.1 mm,161.3 mm,8.8 mm,190 g
"OPPO Reno 10x Zoom (Ocean Green, 256 GB)",41990,Ocean Green,Dual Sim,16.76 cm (6.6 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2.8 GHz,256 GB,8 GB,48MP + 13MP + 8MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4065 mAh,77.2 mm,162 mm,9.3 mm,215 g
"OPPO Reno2 (Ocean Blue, 256 GB)",38990,Ocean Blue,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 Pixels,Android Pie 9,Octa Core,2.2 GHz,256 GB,8 GB,48MP + 8MP + 13MP + 2MP,16MP Front Camera,"4G, 2G, 3G",Yes,4000 mAh,74.3 mm,160 mm,9.5 mm,189 g
"OPPO Find X (Glacier Blue, 256 GB)",60990,Glacier Blue,Dual Sim,16.26 cm (6.4 inch),2340 x 1080 Pixels,Android Oreo 8.1.0,Octa Core,2.649 GHz,256 GB,8 GB,16MP + 20MP,25MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3730 mAh,74.2 mm,156.7 mm,9.6 mm,186 g
"OPPO Find X (Bordeaux Red, 256 GB)",60990,Bordeaux Red,Dual Sim,16.26 cm (6.4 inch),2340 x 1080 Pixels,Android Oreo 8.1.0,Octa Core,2.649 GHz,256 GB,8 GB,16MP + 20MP,25MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3730 mAh,74.2 mm,156.7 mm,9.6 mm,186 g
"OPPO Reno2 Z (Luminous Black, 256 GB)",29999,Luminous Black,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 Pixels,Android Pie 9.0,Octa Core,2.2 GHz,256 GB,8 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G, 2G, 3G",Yes,4000 mAh,75.8 mm,161.8 mm,8.67 mm,195 g
"OPPO A83 (2018 Edition) (Champagne, 64 GB)",14499,Champagne,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,2.5 GHz,64 GB,4 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3180 mAh,73.1 mm,150.5 mm,7.7 mm,143 g
"OPPO A9 2020 (Vanilla Mint, 128 GB)",15990,Vanilla Mint,Dual Sim,16.56 cm (6.52 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,1.8 GHz,128 GB,8 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,75.6 mm,163.6 mm,9.1 mm,195 g
"OPPO A5s (Blue, 32 GB)",13744,Blue,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,32 GB,3 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
"OPPO A5s (Red, 32 GB)",12990,Red,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,32 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
"OPPO A5s (Black, 32 GB)",9490,Black,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,32 GB,3 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
"OPPO K1 (Piano Black, 64 GB)",18989,Piano Black,Dual Sim,16.28 cm (6.41 inch),2340 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,6 GB,16MP + 2MP,25MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,3600 mAh,75.5 mm,158.3 mm,7.4 mm,156 g
"OPPO F9 Pro (Sunrise Red, 64 GB)",19990,Sunrise Red,Dual Sim,16.0 cm (6.3 inch),2340 x 1080 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,6 GB,16MP + 2MP,25MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3500 mAh,74 mm,156.7 mm,7.99 mm,169 g
"OPPO K1 (Astral Blue, 64 GB)",19038,Astral Blue,Dual Sim,16.28 cm (6.41 inch),2340 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,6 GB,16MP + 2MP,25MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,3600 mAh,75.5 mm,158.3 mm,7.4 mm,156 g
"OPPO F11 (Marble Green, 128 GB)",17990,Marble Green,Dual Sim,16.59 cm (6.53 inch),1080 x 2340 pixels,Android Pie 9,Octa Core,2.1 GHz,128 GB,6 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4020 mAh,76.1 mm,162 mm,8.3 mm,188 g
"OPPO A1K (Red, 32 GB)",8490,Red,Dual Sim,15.49 cm (6.1 inch),720 x 1560 pixels,Android Pie 9.0,Octa Core,2 GHz,32 GB,2 GB,8MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,77.35 mm,154.4 mm,8.35 mm,165 g
"OPPO A7 (Glaring Gold, 64 GB)",13990,Glaring Gold,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,1.8 GHz,64 GB,3 GB,13MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.1 mm,168 g
"OPPO F9 Pro (Twilight Blue, 64 GB)",19990,Twilight Blue,Dual Sim,16.0 cm (6.3 inch),2340 x 1080 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,6 GB,16MP + 2MP,25MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3500 mAh,74 mm,156.7 mm,7.99 mm,169 g
"OPPO K1 (Astral Blue, 64 GB)",19600,Astral Blue,Dual Sim,16.28 cm (6.41 inch),2340 x 1080 pixels,Android Oreo 8.1,Octa Core,1.95 GHz,64 GB,4 GB,16MP + 2MP,25MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3600 mAh,75.5 mm,158.3 mm,7.4 mm,156 g
"OPPO F9 Pro (Starry Purple, 64 GB)",21150,Starry Purple,Dual Sim,16.0 cm (6.3 inch),2340 x 1080 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,6 GB,16MP + 2MP,25MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3500 mAh,74 mm,156.7 mm,7.99 mm,169 g
"OPPO A7 (Glaze Blue, 64 GB)",17500,Glaze Blue,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.1 mm,168 g
"OPPO A5s (Red, 32 GB)",12990,Red,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,32 GB,3 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
"OPPO A3s (Red, 64 GB)",14495,Red,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO A3s (Red, 16 GB)",9500,Red,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,16 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO A3s (Purple, 16 GB)",9500,Purple,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,16 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO A9 2020 (Vanilla Mint, 128 GB)",13990,Vanilla Mint,Dual Sim,16.56 cm (6.52 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,1.8 GHz,128 GB,4 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,75.6 mm,163.6 mm,9.1 mm,195 g
"OPPO A12 (Black, 64 GB)",11490,Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Pie 9.0,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO A12 (Blue, 64 GB)",11490,Blue,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Pie 9.0,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO F11 Pro (Waterfall Grey, 128 GB)",16990,Waterfall Grey,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.1 GHz,128 GB,6 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,76.1 mm,161.3 mm,8.8 mm,190 g
"OPPO F11 Pro (Thunder Black, 128 GB)",16990,Thunder Black,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2.1 GHz,128 GB,6 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,76.1 mm,161.3 mm,8.8 mm,190 g
"OPPO R17 Pro (Radiant Mist, 128 GB)",31590,Radiant Mist,Dual Sim,16.26 cm (6.4 inch),2340 x 1080 pixels,Android Oreo 8.1,Octa Core,2.2 GHz,128 GB,8 GB,12MP + 20MP,25MP Front Camera,"3G, 4G, 2G",Yes,3700 mAh,74.6 mm,157.6 mm,7.9 mm,183 g
"OPPO A83 (Black, 32 GB)",13490,Black,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,2.5 GHz,32 GB,3 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3180 mAh,73.1 mm,150.5 mm,7.7 mm,143 g
"OPPO A83 (Red, 16 GB)",9490,Red,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,2.5 GHz,16 GB,2 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3180 mAh,73.1 mm,150.5 mm,7.7 mm,143 g
"OPPO F7 (Red, 64 GB)",22990,Red,Dual Sim,15.82 cm (6.23 inch),2280 x 1080 Pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,4 GB,16MP Rear Camera,25MP Front Camera,"3G, 4G, 2G",Yes,3400 mAh,75.3 mm,156 mm,7.8 mm,158 g
"OPPO F11 (Marble Green, 128 GB)",13990,Marble Green,Dual Sim,16.59 cm (6.53 inch),1080 x 2340 pixels,Android Pie 9.0,Octa Core,2.1 GHz,128 GB,4 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4020 mAh,76.1 mm,162 mm,8.3 mm,188 g
"OPPO F11 (Fluorite Purple, 128 GB)",13990,Fluorite Purple,Dual Sim,16.59 cm (6.53 inch),1080 x 2340 pixels,Android Pie 9.0,Octa Core,2.1 GHz,128 GB,4 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4020 mAh,76.1 mm,162 mm,8.3 mm,188 g
"OPPO F11 (Jewelry White, 128 GB)",17990,Jewelry White,Dual Sim,16.59 cm (6.53 inch),1080 x 2340 pixels,Android Pie 9,Octa Core,2.1 GHz,128 GB,6 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4020 mAh,76.1 mm,162 mm,8.3 mm,188 g
"OPPO F1S (Rose Gold, 64 GB)",18990,Rose Gold,Dual Sim,13.97 cm (5.5 inch),1280 x 720 Pixels,Android Lollipop 5.1,Octa Core,1.4 GHz,64 GB,4 GB,13MP Rear Camera,16MP Front Camera,"3G, 4G, 2G",Yes,3075 mAh,76 mm,154.5 mm,7.38 mm,160 g
"OPPO F1S (Grey, 64 GB)",18990,Grey,Dual Sim,13.97 cm (5.5 inch),1280 x 720 Pixels,Android Lollipop 5.1,Octa Core,1.4 GHz,64 GB,4 GB,13MP Rear Camera,16MP Front Camera,"3G, 4G, 2G",Yes,3075 mAh,76 mm,154.5 mm,7.38 mm,160 g
"OPPO F1S (Gold, 64 GB)",18990,Gold,Dual Sim,13.97 cm (5.5 inch),1280 x 720 Pixels,Android Lollipop 5.1,Octa Core,1.4 GHz,64 GB,4 GB,13MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3075 mAh,76 mm,154.5 mm,7.38 mm,160 g
"OPPO F1S (Grey, 32 GB)",11990,Grey,Dual Sim,13.97 cm (5.5 inch),720 x 1280,Android Lollipop 5.1.1,Single Core,1.5 GHz,32 GB,3 GB,13MP Rear Camera,16MP Front Camera,4G VOLTE,Yes,3075 mAh,154.5 mm,7.38 mm,76 mm,160 g
"OPPO A71k (New Edition) (Blue, 16 GB)",8490,Blue,Dual Sim,13.21 cm (5.2 inch),1280 x 720 Pixels,Android Nougat 7.1,Octa Core,1.8 GHz,16 GB,3 GB,13MP Rear Camera,5MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3000 mAh,73.8 mm,148.1 mm,7.6 mm,137 g
"OPPO A3s (Purple, 32 GB)",12990,Purple,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,32 GB,3 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO F3 (Rose Gold, 64 GB)",18000,Rose Gold,Dual Sim,13.97 cm (5.5 inch),1920 x 1080 pixels,Android Marshmallow 6,Octa Core,1.5 GHz,64 GB,4 GB,13MP Rear Camera,16MP + 8MP Dual Front Camera,"3G, 4G, 2G",Yes,3200 mAh,75.2 mm,153.3 mm,7.3 mm,153 g
"OPPO A5 (Diamond Red, 32 GB)",13500,Diamond Red,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,1.8 GHz,32 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4230 mAh,75.6 mm,156.1 mm,8.2 mm,170 g
"OPPO A83 (2018 Edition) (Red, 64 GB)",13990,Red,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,2.5 GHz,64 GB,4 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3180 mAh,73.1 mm,150.5 mm,7.7 mm,143 g
"OPPO F9 (Stellar Purple, 64 GB)",17000,Stellar Purple,Dual Sim,16.0 cm (6.3 inch),2340 x 1080 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,4 GB,16MP + 2MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3500 mAh,74 mm,156.7 mm,7.99 mm,169 g
"OPPO A3s (Purple, 64 GB)",15000,Purple,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO A3s (Red, 64 GB)",14495,Red,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO A3s (Red, 16 GB)",9500,Red,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,16 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO A3s (Purple, 16 GB)",9500,Purple,Dual Sim,15.75 cm (6.2 inch),1520 x 720 Pixels,Android Oreo 8.1,Octa Core,1.8 GHz,16 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G, 2G",Yes,4230 mAh,75.6 mm,156.2 mm,8.2 mm,168 g
"OPPO Reno 10x Zoom (Jet Black, 256 GB)",41990,Jet Black,Dual Sim,16.76 cm (6.6 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2.8 GHz,256 GB,8 GB,48MP + 13MP + 8MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4065 mAh,77.2 mm,162 mm,9.3 mm,215 g
"OPPO Reno 10x Zoom (Jet Black, 128 GB)",38990,Jet Black,Dual Sim,16.76 cm (6.6 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2.8 GHz,128 GB,6 GB,48MP + 13MP + 8MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4065 mAh,77.2 mm,162 mm,9.3 mm,215 g
"OPPO A9 2020 (Vanilla Mint, 128 GB)",13990,Vanilla Mint,Dual Sim,16.56 cm (6.52 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,1.8 GHz,128 GB,4 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,75.6 mm,163.6 mm,9.1 mm,195 g
"OPPO A12 (Black, 64 GB)",11490,Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Pie 9.0,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO A12 (Blue, 64 GB)",11490,Blue,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Pie 9.0,Octa Core,1.8 GHz,64 GB,4 GB,13MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO F11 Pro (Waterfall Grey, 128 GB)",16990,Waterfall Grey,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 pixels,Android Pie 9,Octa Core,2.1 GHz,128 GB,6 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,76.1 mm,161.3 mm,8.8 mm,190 g
"OPPO F11 Pro (Thunder Black, 128 GB)",16990,Thunder Black,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 pixels,Android Pie 9.0,Octa Core,2.1 GHz,128 GB,6 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,76.1 mm,161.3 mm,8.8 mm,190 g
"OPPO R17 Pro (Radiant Mist, 128 GB)",31590,Radiant Mist,Dual Sim,16.26 cm (6.4 inch),2340 x 1080 pixels,Android Oreo 8.1,Octa Core,2.2 GHz,128 GB,8 GB,12MP + 20MP,25MP Front Camera,"3G, 4G, 2G",Yes,3700 mAh,74.6 mm,157.6 mm,7.9 mm,183 g
"OPPO A83 (Black, 32 GB)",13490,Black,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,2.5 GHz,32 GB,3 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 2G",Yes,3180 mAh,73.1 mm,150.5 mm,7.7 mm,143 g
"OPPO A83 (Red, 16 GB)",9490,Red,Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,Android Nougat 7.1,Octa Core,2.5 GHz,16 GB,2 GB,13MP Rear Camera,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,3180 mAh,73.1 mm,150.5 mm,7.7 mm,143 g
"OPPO F7 (Red, 64 GB)",22990,Red,Dual Sim,15.82 cm (6.23 inch),2280 x 1080 Pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,4 GB,16MP Rear Camera,25MP Front Camera,"3G, 4G, 2G",Yes,3400 mAh,75.3 mm,156 mm,7.8 mm,158 g
"OPPO F11 (Marble Green, 128 GB)",13990,Marble Green,Dual Sim,16.59 cm (6.53 inch),1080 x 2340 pixels,Android Pie 9.0,Octa Core,2.1 GHz,128 GB,4 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4020 mAh,76.1 mm,162 mm,8.3 mm,188 g
"OPPO F11 (Fluorite Purple, 128 GB)",13990,Fluorite Purple,Dual Sim,16.59 cm (6.53 inch),1080 x 2340 pixels,Android Pie 9.0,Octa Core,2.1 GHz,128 GB,4 GB,48MP + 5MP,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4020 mAh,76.1 mm,162 mm,8.3 mm,188 g
